MarketName,street,city,County,State,zip
Shenandoah Marketplace,201 Maryland Ave,Shenandoah,Page,Virginia,22849
Morgan's Grove Market,3988 Kearneysville Pike,Shepherdstown,Jefferson,West Virginia,25443
Shepherdstown Farmers Market III,South on King Street (by Post Office),Shepherdstown,Jefferson,West Virginia,25430
Shepherdstown Farmers Market I,S. King St.,Shepherdstown,Jefferson,West Virginia,25443
Sherburne Winter Farmers Market,15 S. Main street,Sherburne,Chenango,New York,13460
Sheridan Farmers Market,115 E. Evergreen St. ,Sheridan,Montcalm,Michigan,48884
Landon's Greenhouse Farmers Market,505 College Meadows Drive,Sheridan,Sheridan,Wyoming,82801
Sheridan's Farmers Market,Grinnell Plaza,Sheridan,Sheridan,Wyoming,82801
Grant County Farmers Market,West side of County Courthouse,Sheridan,Grant,Arkansas,72150
Sheridan Farmers' Market,Main Street Park ,Sheridan ,Madison,Montana,59749
North Hollywood Valley Farmers Market,Bellingham & Victory Blvd.,Sherman Oakes,Los Angeles,California,91423
City of Sherrill Farmers Market,377 Sherrill Road,Sherrill,Oneida,New York,13461
Defiance County Farmers' Markets,S.R. 127 south of S.R. 18,Sherwood,Defiance,Ohio,43556
Sherwood Saturday Market,22341 SW Pine St.,Sherwood,Washington,Oregon,97140
Shillington Farmers market,10 South Summit Avenue,Shillington,Berks,Pennsylvania,19607
Bloomingrove Produce Auction,1091 Free Rd,Shiloh,Richland,Ohio,44878
Mountain Certified Market,31292 Alpine Meadows,Shingletown,Shasta,California,96088
STCC Open Air Market,180 Airport Road,Shippensburg,Cumberland,Pennsylvania,17257
Shiprock Farmers' Market,Hwy 64,Shiprock,McKinley,New Mexico,
Shoreline Farmers Market,15300 Westminster Way,Shoreline,King,Washington,98133
Shoreview Farmers Market,4580 Victoria Street North,Shoreview,Ramsey,Minnesota,55126
Shorewood Farmers Market,1600 E. Lake Bluff Blvd,Shorewood,Milwaukee,Wisconsin,53211
SHORTSVILLE - MANCHESTER FARMERS MARKET,Water Street,Shortsville,Ontario,New York,14548
Crossroads Farmers Market,111 West C Street,Shoshone ,Lincoln,Idaho,83352
Show Low Main Street Farmers' Market & Art Walk,1034 E. Duece of Clubs,Show Low,Navajo,Arizona,85901
Huning Street Farmers and Artisan Market,1020 E. Huning,Show Low,Navajo,Arizona,85901
Mountain Market and Art Walk,1500 E. Woolford Road,Show Low,Navajo,Arizona,85901
Shreveport Farmers' Market,101 Crockett St.,Shreveport,Caddo,Louisiana,71101
Shrewsbury Farmers Market,100 Maple Ave,Shrewsbury,Worcester,Massachusetts,1545
Sibley Farmers Market,400 block of 9th Street,Sibley,Osceola,Iowa,51249
The Great Sidney Farmers Market,101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365
Richland County Farmer's Market,2nd Ave NW and 2nd St. Nw,Sidney,Richland,Montana,59270
Cheyenne County Farmers Market,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162
Sidney Farmers' Market,89 Main St,Sidney Farmers' Market,Delaware,New York,13838
Sierra Vista Farmers Market,3105 E Fry Blvd,Sierra Vista ,Cochise,Arizona,85635
High Desert Farmers Market,1 Elks Lane,Sierra Vista ,Cochise,Arizona,85635
Signal Mountain Farmers' Market,2815 Anderson Pike,Signal Mountain,Hamilton,Tennessee,37377
Downtown Sikeston Farmers' Market,American Legion Square,Sikeston,Scott,Missouri,63801
Siletz Valley Farmers Market,162 S. Gaither St.,Siletz,Lincoln,Oregon,97380
Rutherford Farm Market,741 Highway TT,Silex,Lincoln,Missouri,63377
Siloam Springs Farmers Market,Corner of Mt Olive and University Streets,Siloam Springs,Benton,Arkansas,72761
Silver City Farmers' Market,701 Main Street Plaza,Silver City,Grant,New Mexico,88061
Silver Creek Farmers Market,"Centenial City Park on Main Street, along Wabash Trace Trail",Silver City,Mills,Iowa,51571
Mad Planter Open Air Market,1864 Chocorua Mt Highway (Route 16),Silver Lake,Carroll,New Hampshire,
Silver Lake Farmer's Market & Family Fun Fair,203 Railroad Street,Silver Lake ,Shawnee,Kansas,66539
Briggs Chaney-Greencastle Farmers and Artisans Market,3300 Briggs Chaney Road,Silver Spring,Montgomery,Maryland,20904
Holy Cross Hospital Farmers Market,1500 Forest Glen Road,Silver Spring,Montgomery,Maryland,20910
FRESHFARM Silver Spring Market,890 Ellsworth Drive,Silver Spring ,Montgomery,Maryland,20910
Silver Springs Farmers Market,3595 Ramsey Weeks at Spruce,Silver Springs,Lyon,Nevada,89403
Central Kitsap Farmers Market,2251 NW Bucklin Hill Rd,Silverdale,Kitsap,Washington,98383
Silverdale Farmers Market,2222 Bucklin Hill Rd,Silverdale ,Kitsap,Washington,98383
Silverthorne Farmers Market,400 Blue River Parkway,Silverthorne,Summit,Colorado,80498
Silverton Market,201 Division St NE,Silverton,Marion,Oregon,97381
Silverton Farmers Market,Corner of Main and Fiske,Silverton,Marion,Oregon,97381
Simi Valley City Hall Certified Farmers' Market,2757 Tapo Canyon rd,Simi Valley,Ventura,California,93093
Simpsonville Farmers Market,South St. & Curtis St.,Simpsonville,Greenville,South Carolina,29681
Shelby County Farmers Market II,6791 Shelbyville Road,Simpsonville,Shelby,Kentucky,
SIMSBURY FARMERS MARKET,"Simsmore Square Green, 540 Hopmeadow Street,",Simsbury,Hartford,Connecticut,6070
Sioux City Farmers Market,100 Pearl Street,Sioux City,Woodbury,Iowa,51101
The Prairie Farmers' Market,300 N. Cherapa Place,Sioux Falls,Minnehaha,South Dakota,57103
West Mall Open Air Market,41st St. & Western Ave.,Sioux Falls,Minnehaha,South Dakota,57501
Eastbank Saturday Market,8th and Railroad Center,Sioux Falls,Minnehaha,South Dakota,57105
Falls Park Farmers Market ,E Falls Park Drive and N 2nd Ave,Sioux Falls ,Minnehaha,South Dakota,57101
Burnett County Farmers' Markets - Siren,23943 State Road 35,Siren,Burnett,Wisconsin,54872
Maga Farmers Market,East SD Highway 10,Sisseton ,Roberts,South Dakota,57262
Sistersville Farmers Market,Route 2 Sistersville  WV,Sistersville,Tyler,West Virginia,26175
Sitka Farmers Market,235 Katlian Street,Sitka,Sitka,Alaska,99835
106 S. Main Street Farmers Market,106 S. Main Street,Six Mile,Pickens,South Carolina,29682
Skaneateles Farmers Market,1 East Austin Street,Skaneateles,Onondaga,New York,13152
Montgomery Farmers Market,"Village Shopper, Rt. 206",Skillman,Somerset,New Jersey,8558
Skippack Farmers Market,4056 Skippack Pike,Skippack,Montgomery,Pennsylvania,19474
Village of Skokie Farmers' Market,5127 Oakton Street,Skokie,Cook,Illinois,60077
Skowhegan Farmers Market,42 Court street,Skowhegan,Somerset,Maine,4976
Pocahontas County Farmers Market,1 Snowshoe Drive,Slatyfork,Pocahontas,West Virginia,26291
Slayton Farmers Market,Slayton Chamber of Commerce,Slayton,Murray,Minnesota,56172
Slippery Rock Farmers Market ,"Gateway Park, 100 Midway Street",Slippery Rock,Butler,Pennsylvania,16057
Smith County Farmer' Market,122 W. Highway 36,Smith Center,Smith,Kansas,66967
Johnston County Produce Market,"1410 S. Brightleaf Blvd., (Hwy 301)",Smithfield,Johnston,North Carolina,27577
Eat Drink RI Market at Blackbird Farm,660 Douglas Pike,Smithfield,Providence,Rhode Island,2917
Smithfield Farmers Market,319B Main Street,Smithfield,Isle of Wight,Virginia,23430
Smithfield Farmers Market,350 E. Market Street,Smithfield,Johnston,North Carolina,27577
Noodles Market,932 Main Street,Smithfield,Jefferson,Ohio,43948
Jersey Fresh Farmers Market,Smithville on The Village Green,Smithville,Atlantic,New Jersey,8205
DeKalb Farmers Market,205 E Bryant St,Smithville ,DeKalb,Tennessee,37199
SMYRNA FARMERS' MARKET ,7 West South Street ,Smyrna,Kent,Delaware,19977
F.A.R.M. (Farmer's Atlanta Road Market),2160 Cooper Lake Road,Smyrna,Cobb,Georgia,30080
Smyrna Farmers Market,108 David Collins Drive,Smyrna,Rutherford County,Tennessee,
Smyrna Fresh Market,1275 Church Street,"Smyrna, GA",Cobb,Georgia,30080
Snellville Farmers Market,2342 Oak Road,Snellville,Gwinnett,Georgia,30078
Snohomish Farmers Market,Cedar Avenue & Pearl Street,Snohomish,Snohomish,Washington,98290
Snow Hill Farmers Market,210 W. Green Street,Snow Hill,Worcester,Maryland,21863
Elaney Wood Heritage Farmers Market,470 Hwy 13 South,Snow Hill ,Greene,North Carolina,28580
Socorro Farmers' Market - Outdoor,Plaza,Socorro,Socorro,New Mexico,
Socorro Farmers' Market - Indoor,Center St,Socorro,Socorro,New Mexico,
Soda Springs Farmers Market,City Park,Soda Springs,Caribou,Idaho,83276
Sodus Farmers' Market,58 W. Main Street,Sodus,Wayne,New York,14551
Burnap's Farm Market & Garden Cafe,7277 Maple Ave.,Sodus,Wayne,New York,14551
Solana Beach Farmers Market,444 South Cedros Avenue,Solana Beach,San Diego,California,92075
Farmers Fresh Market,33955 Community College Dr.,Soldotna,Kenai Peninsula,Alaska,99669
Soldotna Saturday Farmers Market,193 E. Corral Ave,Soldotna,Kenai Peninsula,Alaska,99669
Soledad FM,Encinal St. & Front St.,Soledad,Monterey,California,
Calvert County Farmers Market - Solomons,Near 14550 Solomons Island Rd.,Solomons,Calvert,Maryland,20688
SOLON FARMERS MARKET, Bus. Hwy. 53 and Main St.,Solon Springs,Douglas,Wisconsin,
Solon Springs Family Fun Days Farmers' Market,Bus. Hwy. 53,Solon Springs,Douglas,Wisconsin,54873
Solvang CFM,Copenhagen Dr. & 1st St.,Solvang,Santa Barbara,California,93101
SOMERS FARMERS MARKET,Corner of Main Street and Battle Street,Somers,New London,Connecticut,
The Market on Main,50 Public Square,Somerset,Pulaski,Kentucky,42501
"The MarketPlace Somerset, MA",202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,2726
Somerset County Farmers' Market Inc.,800 Georgian Place ,Somerset,Somerset,Pennsylvania,15501
Somerset Farmers Market,"4150 South Highway 27, Somerset Mall Parking Lot",Somerset,Pulaski,Kentucky,42501
Somersville CFM,,Somersville,Contra Costa,California,
Somerville Mobile Farmers' Market - Council on Aging,167 Holland Street,Somerville,Middlesex,Massachusetts,2145
Somerville Mobile Farmers' Market - East Somerville Community School,50 Cross Street,Somerville,Middlesex,Massachusetts,2145
Union Square Farmers Market,66-70 Union Square,Somerville,Middlesex,Massachusetts,2143
Somerville Mobile Farmers' Market - Mystic,530 Mystic Avenue,Somerville,Middlesex,Massachusetts,2145
Somerville Mobile Farmers' Market - North Street,26 North Street,Somerville,Middlesex,Massachusetts,2144
Fayette County Farmers Market,50 TEAGUE STORE RD,Somerville,Fayette,Tennessee,38068
Somerville/Davis Square,50 Day St.,Somerville ,Middlesex,Massachusetts,2144
Sonoita Growers Market,Diamond JK Nursery,Sonoita,Santa Cruz,Arizona,85637
Valley of the Moon Certified Farmers' Market,No. 1 The Plaza,Sonoma,Sonoma,California,95476
Peaceful Valley Farmers Market ,14888 Peaceful Valley Road ,Sonora,Tuolumne,California,
Sonora's Certified Farmers' Market,Theall and Stewart Street,Sonora,Tuolumne,California,95370
Urban Garden Farmers Market,1005-1006 Portage Ave,South Bend,St. Joseph,Indiana,46616
Purple Porch Co-op,123 N. Hill St.,South Bend,St. Joseph,Indiana,46617
South Bend Farmers Market,1105 Northside Boulevard,South Bend,St. Joseph,Indiana,46615
Matthys Farm Market,57754 Crumstown Hwy,South Bend,St. Joseph,Indiana,46619
SOUTH BOSTON FARMER'S MARKET,446 West Broadway,South Boston,Suffolk,Massachusetts,2127
Downtown South Boston Farmers Market,300 Broad Street,South Boston,Halifax,Virginia,24592
South Burlington Farmers Market,550 Dorset Street,South Burlington,Chittenden,Vermont,5407
Smith County Fruit & Vegetable Association F M,Smith County Tobacco Warehouse,South Cathage,Smith,Tennessee,37030
Woods Farmers Market,7200 Hickory Road,South Chesterfield,Chesterfield,Virginia,23803
South Dayton Farmers' Market,Rt 322 and Park St,South Dayton,Cattaraugus,New York,14138
Geauga Family Farm Market,4645 Mayfield Rd.,South Euclid,Cuyahoga,Ohio,
South Fork Farmers and Local Artisan Market,28 Silver Thread Lane,South Fork,Rio Grande,Colorado,81154
South Gate Farmers Market,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280
South Hadley Farmers' Market,College Street and Rt. 116,"South Hadley, MA",Hampshire,Massachusetts,1075
South Haven Farm Market,539 Phoenix Street,South Haven,Van Buren,Michigan,49090
South Hill Farmers Market,105 W. Danville Street,South Hill,Mecklenburg,Virginia,23970
South Holland's Town Center Market Place,,South Holland,Cook,Illinois,60473
South Hutch Farmers Market,401 N Main,South Hutchinson ,Reno,Kansas,67505
Daybreak Farmers Market,Kestrel Rise Rd. and Daybreak Pkwy/W 11400 S,South Jordan,Salt Lake,Utah,84009
South Jordan Farmers Market,South Jordan Towne Center Drive (1600 W. & Redwood Rd.),South Jordan,Salt Lake,Utah,84095
URI Farmers Market,"2095 Kingstown Rd.,",South Kingstown,Washington,Rhode Island,
South Lake Tahoe Tuesday Farmers Market,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150
South Lyon Farmers and Artisans Market,110 W. Liberty,South Lyon ,Oakland,Michigan,48178
Sunset Marketplace,5701 SW 72nd Street,South Miami,Miami-Dade,Florida,33143
South Milford Farmers Market,7850 W. 750 S.,South Milford,LaGrange,Indiana,46786
South Milwaukee Downtown Market,11th and Milwaukee Avenues,South Milwaukee ,Milwaukee,Wisconsin,53172
Main Street South Orange Farmers' Market,14 Sloan Street,South Orange,Essex,New Jersey,7079
South Padre Island Farmers Market,8605 Padre Island Blvd.,South Padre Island ,Cameron,Texas,78597
South Pasadena Farmers Market,Meridan Ave. and El Centro Street,South Pasadena,Los Angeles,California,91030
South Riding Farmers Market,Town Green in front of Town Hall,South Riding,Loudoun,Virginia,20152
Geauga Fresh Farmers Market,5205 Chillicothe Raod,South Russell,Geauga,Ohio,44022
Gossett's Farmer's Market ,1202 Route 35,South Salem,Westchester,New York,10590
South San Francisco Certified Farmers' Market,748 Tennis Drive,South San Francisco ,San Mateo,California,94080
Kaiser South San Francisco Certified Farmers' Market,1200 El Camino Real,South San Francisco ,San Mateo,California,94080
Greenup County Farmers Market II,American Legion Post #276,South Shore,Greenup,Kentucky,41175
South Sioux City Farmers Market,Dakota Ave between 14 &15th streets,South Sioux City,Dakota,Nebraska,68776
South Toms River Farmers Market,Rt. 166,South Toms River,Ocean,New Jersey,
South Wayne Farmer's Market,Old Hwy 11,South Wayne,Lafayette,Wisconsin,
Westport,830 Drift Road,South Westport,Bristol,Massachusetts,2790
Whittier Host Lions Certified Farmers Market,9401 S Painter Ave,South Whittier ,Los Angeles,California,90605
South Windsor Farmers Market,150 Nevers Rd,South Windsor,Hartford,Connecticut,6074
Bass River Farmers Market,311 Old Main Street,South Yarmouth,Barnstable,Massachusetts,2664
Southaven Farmers Market,Corner of Highway 51 and Stateline Road,Southaven,DeSoto,Mississippi,38671
SOUTHBURY FARMERS MARKET,"Southbury Town Hall, 501 Main Street South",Southbury,New Haven,Connecticut,
Southport Waterfront Market,111 S. Davis Street,Southport,Brunswick,North Carolina,28461
Southwest Harbor Farmers' Market,315 Main Street,Southwest Harbor,Hancock,Maine,4679
Spanish Fork Farmers Market,City Center 40 South Main St. parking lot,Spanish Fork,Utah,Utah,84660
Sparks Methodist Church Market,1231 Pyramid Way,Sparks,Washoe,Nevada,89431
39 North Marketplace,Downtown Sparks Victorian Ave,Sparks,Washoe,Nevada,89431
Sparta Wisconsin Farmers Market,West Main St,Sparta,Monroe,Wisconsin,54656
Downtown Sparta Farmers Market,72 N. Union,Sparta,Kent,Michigan,49345
Alleghany Farmers Market,HWY 18 N,Sparta,Alleghany,North Carolina,28675
Sparta Farmers Market,65 Main Street,Sparta,Sussex,New Jersey,7871
White County Farmers Market,Metcalf Park,Sparta,White,Tennessee,38583
Sparta Farmer Market,Downtown Main St,Sparta ,Monroe,Wisconsin,54656
Hub City Farmers' Market,498 Howard St.,Spartanburg,Spartanburg,South Carolina,29303
Hills Horizon Market in the Park,Canyon Street,Spearfish,Lawrence,South Dakota,57783
Farmers Market,115 West Highway 14,Spearfish,Lawrence,South Dakota,57783
Gages Gardens & Greenhouse Farmers Market,Evans Lane,Spearfish,Lawrence,South Dakota,57783
Spearfish Saturday Market in the Park,115 S. Canyon St.,Spearfish ,Lawrence,South Dakota,57783
Speculator Farmers and Crafters' Market,Rt 30,Speculator,Hamilton,New York,12164
Speedway Farmers Market,6118 Crawfordsville Rd.,Speedway,Marion,Indiana,46224
Spencer Riverfront Farmers Market,24 West Park Street,Spencer,Clay,Iowa,51301
Spencer Farmers Market,200 Bowman Street Parking Plaza,Spencer,Roane,West Virginia,25276
Klem's Farmer's Market in Spencer,"117 West Main Street, Route 9",Spencer,Worcester,Massachusetts,1562
Buy Fresh Buy Local of North Carolina Farmers Market - Spencer,400 Block South Salisbury Avenue,Spencer,Rowan,North Carolina,28159
Owen County Farmers' Market,459 W Morgan St,Spencer,Owen,Indiana,47460
Spencerville OH Farmers Market,St Rt 66 and 3rd St,Spencerville,Allen,Ohio,45887
Pedernales Farmers Market,23526 TX-71,Spicewood,Blanco,Texas,78669
Lakes Area Farmers Market,1602 15th street,Spirit Lake,Dickinson,Iowa,51360
Glenrose Summer Market ,3621 S Fancher Road,Spokane,Spokane,Washington,
South Perry Farmers' Market,924 South Perry St,Spokane,Spokane,Washington,99202
South Perry Farmers' Market - Indoor,915 S Perry St,Spokane,Spokane,Washington,99202
Humble Earth Farmers Market,4726 North Oak,Spokane,Spokane,Washington,99205
Millwood Farmers' Market,8910 E Dalton,Spokane,Spokane,Washington,99212
Emerson-Garfield Farmers' Market,2310 N Monroe Street,Spokane,Spokane,Washington,99205
Community Roots Market,4001 North Cook St,Spokane,Spokane,Washington,99207
Fairwood Farmers' Market,319 W. Hastings Rd.,Spokane ,Spokane,Washington,99218
Spokane Farmers' Market,20 W. 5th Avenue,Spokane ,Spokane,Washington,
Spooner Farmers Market,Front at Oak Street,Spooner,Washburn,Wisconsin,54801
Eastern Orange County Farmers' Market,Locust Grove Town Center,Spotsylvania,Spotsylvania,Virginia,22553
Spotsylvania Farmers Market - Spotsylvania Regional Medical Center,4600 Spotsylvania Parkway,Spotsylvania,Spotsylvania,Virginia,22407
Spring City Farmers' Market,35 West 100 North,Spring City,Sanpete County,Utah,
Spring Hill Farmers Market,300 Webster,Spring Hill,Johnson,Kansas,66083
Hernando County Farmers Market ,2450 Commercial Way,Spring Hill,Hernando,Florida,34606
Spring Lake Farm & Garden Market,225 E. Exchange ,Spring Lake,Ottawa,Michigan,49456
OLD GREGG SCHOOL FARMERS MARKET,106 School Street,Spring Mills,Centre County,Pennsylvania,
Spring Valley Farmers Market,Memorial Park,Spring Valley,Rockland,New York,10977
Warren County Farmers Market,505 Central Avenue,Springboro,Warren,Ohio,
Zion Canyon Farmers Market,1212 Zion Park Blvd.,Springdale,Washington,Utah,84767
Mill Street Market,Mill Street between Huntsville and Emma Avenues,Springdale,Washington,Arkansas,72764
Springdale Farmers' Market,,Springdale 72764,Washington,Arkansas,72764
Heritage Market,418 Main Street,Springerville,Apache,Arizona,85938
Springfield Cooperative Farmers Market,158 Avocado Street,Springfield,Hampden,Massachusetts,1101
Farmers Market of the Ozarks,2144 E Republic Rd,Springfield,Greene,Missouri,65804
Friday Night Farmers' Market,Park Central Square,Springfield,Greene,Missouri,65806
Smart Markets Springfield,6699 Spring Mall Drive,Springfield,Fairfax,Virginia,22150
Springfield Farmers Market,117 S Fountain Ave. ,Springfield,Clark,Ohio,45502
Southwest Sustainable Farmers' Market,218 Glenstone Avenue,Springfield,Greene,Missouri,65804
Farmers' Market at Forest Park aka The Farmers' Market at the X,Forest Park at  Cyr Arena,Springfield,Hampden,Massachusetts,1108
STCC Farmers' Market,One Armory Square,Springfield,Hampden,Massachusetts,1102
C Street Market,329 E Commercial,Springfield,Greene,Missouri,65803
Springfield Farmers Market,503 Military Avenue,Springfield,Calhoun,Michigan,49037
Farmers Market at the Depot,101 E. Depot Street,Springfield,Washington,Kentucky,40069
Eastland Farmers Market,1835 E. Saint Louis Street,Springfield,Greene,Missouri,65802
Springfield Winter Farmers' Market,302 Sumner Ave.,Springfield,Hampden,Massachusetts,
Springfield Farmers Market,139 Mountain Ave,Springfield,Union,New Jersey,7081
City Soul Market ,700 State St.,Springfield,Hampden,Massachusetts,1109
Greater Springfield Farmers Market,2825 S. Glenstone,Springfield,Greene,Missouri,65804
Marketplace@Sprout!,4th St. and A St.,Springfield,Lane,Oregon,97477
Springfield Farmer's Market,People's United Bank Parking Lot,Springfield ,Windsor,Vermont,5156
Old Capitol Farmers Market - Springfield,Adams Street between 5th & 2nd Streets,Springfield ,Sangamon,Illinois,62701
Illinois Products Farmers Market,"801 Sangamon Avenue, IL State Fairgrounds","Springfield, IL ",Sangamon,Illinois,62702
Springtown Farmers' Market,Rts. 212/412,Springtown,Bucks,Pennsylvania,18081
Springville Farmers' Market,304 Broadway,Springville,Linn,Iowa,52336
Springville Farmers Market,"Gentner Auction, 341 West Main St",Springville,Erie,New York,
Happy Valley Farmers Market Springville,126 e 400 s ,Springville,Utah,Utah,84663
Mitchell County Farmers' Markets,Upper Street,Spruce Pine,Mitchell,North Carolina,28777
Village Farmers Market,2614 Hwy 88,St Anthony,Hennepin,Minnesota,55418
St Augustine Amphitheatre Farmers Market,1340C A1A South,St Augustine,St. Johns,Florida,32080
Tower Grove Farmers' Market,4256 Magnolia Ave,St Louis,St. Louis City,Missouri,63110
Soulard Farmers Market,730 Carroll St (at 7th St.) in St Louis MO,St Louis,St. Louis City,Missouri,
Corey Avenue Sunday Fresh Market,300 Corey Avenue,St Petersburg,Pinellas,Florida,33706
St. Petersburg Saturday Morning Market,First Street and First Avenue South,St Petersburg,Pinellas,Florida,33701
"Northwest Farmers Market, Inc.","Taylor Park, Main Street",St. Albans ,Franklin,Vermont,5478
St. Ansgar Farmers Market,Corner of 4th & School Streets,St. Ansgar,Mitchell,Iowa,50472
St. Anthony Farmers Market,,St. Anthony,Fremont,Idaho,
FCTC Farmers Market,2980 Collins Avenue,St. Augustine,St. Johns,Florida,32084
St. Augustine Beach Farmers Market,350 A1A Beach Blvd,St. AugustineBeach,St. Johns,Florida,32080
St. Charles Farmers' Marketplace,110 W. Spruce,St. Charles,Saginaw,Michigan,48655
St. Charles Farmers Market,307 Cedar Avenue,St. Charles,Kane,Illinois,60174
Foxtrot Organic Farm,5N726 Crane Road,St. Charles,Kane,Illinois,60175
St. Charles Farmers' Market,10400 ODonnell Place,St. Charles,Charles,Maryland,20603
St. Charles Lions Club Farmers' Market,300 North Riverside Drive,St. Charles ,St. Charles,Missouri,63301
St. Charles Farmers Market,830 Whitewater Ave,St. Charles ,Winona,Minnesota,55972
Route 66 Farmer's Market,920 Plaza Drive,St. Clair,Franklin,Missouri,63077
Rt. 66 Farmers' Market St. Clair,855 N. Commercial--HealthMart Pharmacy,St. Clair,Franklin,Missouri,63077
St. Clair Farmers Market ,#1 Paul Parks Drive,St. Clair,Franklin,Missouri,63077
Blue Water Farmers Market,"Riverview Plzaz, north end, N. Riverside Street",St. Clair,St. Clair,Michigan,48079
St. Clair Shores Farmers Market,24800 Jefferson Avenue,St. Clair Shores,Macomb,Michigan,48081
Ohio Valley Farmers' Market,Mall Road,St. Clairsville,Belmont,Ohio,43950
St. Cloud Area Farmers Market I,"Highway 15, North, Sartell",St. Cloud,Stearns,Minnesota,56301
St. Cloud Area Farmers Market II,"Bremer Bank, 12th & Division",St. Cloud,Stearns,Minnesota,
CentraCare Health Family Farmers Market,1900 CentraCare Circle,St. Cloud ,Stearns,Minnesota,56303
St. Croix Falls Farmers Market,230 South Washington Street,St. Croix Falls,Polk,Wisconsin,54024
St. Francisville Farmers Market,Wilcox Street,St. Francisville,West Feliciana,Louisiana,70775
Downtown Farmers Market at Ancestor Square,St George Blvd and Main St ,St. George ,Washington,Utah,84770
St Helena Farmers Market (Napa Valley California),360 Crane Avenue,St. Helena,Napa,California,94574
Farmers Market at Long Meadow Ranch,738 Main Street,St. Helena ,Napa,California,94574
Bayside Farmers Market,13 S. State Street,St. Ignace,Mackinac,Michigan,49781
St. James Farmers' Market,Hwy. 68,St. James,Phelps,Missouri,65559
St. James Marketplace,89039  570  AVE,St. James,Cedar,Nebraska,68792
Watonwan County Farmers Market,City parking lot,St. James,Watonwan,Minnesota,56081
St.John Farmers Market,4th & Main,St. John,Stafford,Kansas,67576
St. Johns Farmers Market,Maple Street,St. Johns,Clinton,Michigan,48879
Caledonia Farmers Market Association - Winter,Depot Square,St. Johnsbury,Caledonia,Vermont,5819
Caledonia Farmers Market Association - Saturday,Pearl St,St. Johnsbury ,Caledonia,Vermont,5819
St. Joseph Farmers Market,"610 N. Co. Rd. 2, St. Joseph, MN",St. Joseph,Stearns,Minnesota,56374
St. Joseph Farmers Market,Corner of Broad Street & Lake Blvd.,St. Joseph,Berrien,Michigan,49085
Pony Express Farmers' Market,Woodbine Rd & Frederick Ave.,St. Joseph,Buchanan,Missouri,64506
South St. Joseph Farmers Market at the Junction,Lake & Illinois Avenues,St. Joseph ,Buchanan,Missouri,64504
Cherokee Street International Farmers Market,2647 Cherokee,St. Louis,St. Louis City,Missouri,63118
Bringing Homegrown to U 2,Greenscape Gardens,St. Louis,St. Louis,Missouri,63021
Bringing Home Grown to U 1,Mid Rivers Mall,St. Louis,St. Louis,Missouri,63021
St. Louis Farmers Market,300 North. Mill Street,St. Louis,Gratiot,Michigan,48880
South Hampton Farmers' Market,"Hwy 40 or 44 to South Hampton. East on Chippewa, south on Macklind. Corner of Nottingham and Macklind in the heart of Macklind Ave Business District.",St. Louis,St. Louis city,Missouri,
Carondelet Farmers' Market,7701 S. Broadway,St. Louis,St. Louis,Missouri,63111
North City Farmers' Market,2700 North 13th Street,St. Louis,St. Louis City,Missouri,63106
St. Louis Community Farmers' Market,3664 Arsenal Street,St. Louis,St. Louis City,Missouri,63116
St. Maries Farmers Market,,St. Maries,Benewah,Idaho,83861
Bayou Teche Market,203 New Market St.,St. Martinville,St. Martin,Louisiana,70582
Covered Bridge Farmers' Market,Memorial Park,St. Marys,Auglaize,Ohio,45885
Pleasants Area Farmers Market,2nd Street ,St. Marys,Pleasants,West Virginia,26170
St. Marys Farmers Market,411 3rd Street,St. Marys,Pleasants County,West Virginia,
Calhoun County Farmers Market,Indepedence Street,St. Matthews,Calhoun,South Carolina,29135
St. Michaels Farmers Market,204 S Talbot St,St. Michaels,Talbot,Maryland,21663
Holmes County Farmers Market,224 N. Clay Street,St. Millersburg,Holmes,Ohio,44654
St. Paul Farmers Market ,290 5th Street E,St. Paul,Ramsey,Minnesota,55101
St. Luke's Farmers Market,"St. Luke's Church, Summit & Lexington St.",St. Paul,Ramsey,Minnesota,55101
Seventh Place Mall Market,St. Peter & Wabasha St.,St. Paul,Hennepin,Minnesota,55101
Seventh Place Farmers Market,7th Place,St. Paul,Hennepin,Minnesota,
Highland Park Famrers Market,Ford Parkway and Cleveland Ave. behind Starbucks,St. Paul,Ramsey,Minnesota,
Clinch River Farmers Market,4th Street and Russell St.,St. Paul,Wise,Virginia,24283
Jackson Plaza Farmers Market,375 Jackson Street,St. Paul,Hennepin,Minnesota,
East St. Paul Farmers Market,Payne and Sims Avenue,St. Paul,Hennepin,Minnesota,
University of Minnesota Farmers Market - St. Paul,1354 Eckles Avenue,St. Paul ,Ramsey,Minnesota,55108
Corey Fresh Market,Corey Avenue and Blind Pass Road,St. Pete Beach,Pinellas,Florida,33706
St. Peter Farmers Market,Grace and US Hwy 169,St. Peter,Nicollet,Minnesota,56082
Rothschild Francis Vegetable Market,Charlotte Amalie,St. Thomas,St. Thomas,Virgin Islands,
North Stafford Farmers Market - Long & Long LLC,"125 Hospital Center Boulevard, Behind Stafford Hospital",Stafford,Stafford,Virginia,22554
