City,State,Population,Rate,Violent Crime,Murder and Non Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny and Theft,Motor Vehicle Theft,Actual Violent Crime,Actual Murder and Non Negligent Manslaughter,Actual Rape,Actual Robbery,Actual Aggravated Assault,Actual Property Crime,Actual Burglary,Actual Larceny and Theft,Actual Motor Vehicle Theft,Percentage Violent Crime,Percentage Murder and Non Negligent Manslaughter,Percentage Rape,Percentage Robbery,Percentage Aggravated Assault,Percentage Property Crime,Percentage Burglary,Percentage Larceny and Theft,Percentage Motor Vehicle Theft
Midland,MI,83588,"Rate per 100,000 inhabitants",128.0,1.2,52.6,7.2,67.0,1061.2,242.9,782.4,35.9,106.99264,1.003056,43.967287999999996,6.018336,56.00396,887.0358560000001,203.03525199999999,653.9925119999999,30.008091999999998,0.128,0.0012,0.0526,0.0072,0.067,1.0612000000000001,0.24289999999999998,0.7824,0.0359
Midland,TX,171699,"Rate per 100,000 inhabitants",297.6,1.7,16.9,59.4,219.6,2495.6,452.5,1876.5,166.6,510.97622400000006,2.9188829999999997,29.017130999999996,101.989206,377.051004,4284.920244,776.937975,3221.931735,286.05053399999997,0.29760000000000003,0.0016999999999999997,0.016899999999999995,0.0594,0.21960000000000002,2.4956,0.4525,1.8765,0.16659999999999997
Milwaukee-Waukesha-West Allis,WI,1577025,"Rate per 100,000 inhabitants",656.0,9.9,40.5,232.1,373.5,2717.6,512.0,1746.6,459.0,10345.284,156.125475,638.695125,3660.275025,5890.188375,42857.2314,8074.368,27544.31865,7238.54475,0.656,0.009899999999999999,0.040499999999999994,0.23210000000000003,0.3735,2.7176,0.512,1.7466000000000002,0.459
Minneapolis-St. Paul-Bloomington,MN,3555186,"Rate per 100,000 inhabitants",287.7,2.2,43.1,94.9,147.5,2315.6,354.4,1771.6,189.7,10228.270122,78.21409200000001,1532.285166,3373.8715140000004,5243.89935,82323.887016,12599.579183999998,62983.675176,6744.187841999999,0.28769999999999996,0.0022,0.0431,0.09490000000000001,0.1475,2.3156,0.35439999999999994,1.7715999999999998,0.18969999999999998
Missoula,MT,115226,"Rate per 100,000 inhabitants",413.1,0.0,71.2,55.5,286.4,3546.9,437.4,2912.5,197.0,475.998606,0.0,82.040912,63.95043,330.00726399999996,4086.9509940000003,503.998524,3355.95725,226.99522,0.4131,0.0,0.07120000000000001,0.055499999999999994,0.2864,3.5469,0.43739999999999996,2.9124999999999996,0.197
Mobile,AL,414817,"Rate per 100,000 inhabitants",584.8,14.7,33.0,145.6,391.5,4023.0,965.5,2723.9,333.6,2425.849816,60.97809899999999,136.88961,603.9735519999999,1624.008555,16688.08791,4005.058135,11299.200262999999,1383.8295120000002,0.5848,0.0147,0.033,0.14559999999999998,0.3915,4.023,0.9655,2.7238999999999995,0.33360000000000006
Modesto,CA,539425,"Rate per 100,000 inhabitants",624.0,6.3,36.9,154.8,426.0,3321.7,612.3,2061.3,648.1,3366.012,33.983775,199.047825,835.0299,2297.9505,17918.080225,3302.899275,11119.167525,3496.013425,0.624,0.0063,0.036899999999999995,0.1548,0.426,3.3217000000000003,0.6123,2.0613,0.6481
Monroe,LA,179125,"Rate per 100,000 inhabitants",1186.9,11.2,36.8,180.9,958.0,4959.7,1244.4,3457.4,257.9,2126.0346250000002,20.061999999999998,65.91799999999999,324.037125,1716.0175,8884.062625,2229.0315000000005,6193.06775,461.9633749999999,1.1869,0.011199999999999998,0.03679999999999999,0.1809,0.958,4.9597,1.2444000000000004,3.4574000000000003,0.25789999999999996
Montgomery County-Bucks County-Chester County,PA,1964200,"Rate per 100,000 inhabitants",119.4,1.7,11.8,33.4,72.5,1414.5,161.9,1194.9,57.6,2345.2548,33.3914,231.7756,656.0428,1424.045,27783.609,3180.0398,23470.2258,1131.3792,0.11940000000000002,0.0017,0.0118,0.033400000000000006,0.07250000000000001,1.4144999999999999,0.1619,1.1948999999999999,0.0576
Montgomery,AL,372661,"Rate per 100,000 inhabitants",471.7,11.8,36.8,142.2,281.0,3555.0,868.1,2367.0,319.9,1757.841937,43.973997999999995,137.13924799999998,529.923942,1047.17741,13248.09855,3235.070141,8820.88587,1192.142539,0.4717,0.011799999999999998,0.03679999999999999,0.14220000000000002,0.281,3.5549999999999997,0.8681000000000001,2.367,0.3199
Morgantown,WV,138954,"Rate per 100,000 inhabitants",263.4,2.2,46.8,24.5,190.0,1615.6,361.3,1168.0,86.4,366.00483599999995,3.0569880000000005,65.03047199999999,34.04373,264.0126,2244.940824,502.04080200000004,1622.98272,120.05625600000002,0.26339999999999997,0.0022,0.046799999999999994,0.0245,0.19000000000000003,1.6156,0.3613,1.168,0.08640000000000002
Mount Vernon-Anacortes,WA,123317,"Rate per 100,000 inhabitants",186.5,4.9,29.2,43.8,108.7,3587.5,690.9,2646.0,250.6,229.986205,6.042533000000001,36.008564,54.012845999999996,134.045579,4423.997375,851.997153,3262.96782,309.032402,0.1865,0.004900000000000001,0.0292,0.0438,0.1087,3.5875,0.6909000000000001,2.646,0.2506
Muncie,IN,116443,"Rate per 100,000 inhabitants",261.1,7.7,31.8,85.0,136.5,2944.8,558.2,2175.3,211.3,304.03267300000005,8.966111,37.028874,98.97655,158.944695,3429.0134640000006,649.9848260000001,2532.9845790000004,246.04405900000003,0.26110000000000005,0.0077,0.0318,0.085,0.13649999999999998,2.9448000000000008,0.5582000000000001,2.1753000000000005,0.21130000000000004
Muskegon,MI,172890,"Rate per 100,000 inhabitants",436.1,5.2,83.3,82.1,265.5,3014.1,470.2,2399.2,144.6,753.97329,8.99028,144.01737,141.94268999999997,459.02295,5211.07749,812.92878,4147.976879999999,249.99894,0.43610000000000004,0.005200000000000001,0.0833,0.08209999999999998,0.26549999999999996,3.0140999999999996,0.47019999999999995,2.3991999999999996,0.1446
Myrtle Beach-Conway-North Myrtle Beach,SC,444122,"Rate per 100,000 inhabitants",460.7,7.2,70.9,77.7,304.9,3672.0,651.2,2720.4,300.4,2046.070054,31.976784,314.882498,345.082794,1354.1279779999998,16308.15984,2892.1224640000005,12081.894887999999,1334.142488,0.4607,0.0072,0.0709,0.07769999999999999,0.30489999999999995,3.672,0.6512000000000001,2.7203999999999997,0.3004
Napa,CA,142635,"Rate per 100,000 inhabitants",419.3,0.7,43.5,50.5,324.6,1769.6,459.2,1154.7,155.6,598.068555,0.998445,62.046225,72.030675,462.99321,2524.06896,654.97992,1647.006345,221.94006,0.41929999999999995,0.0007,0.0435,0.0505,0.3246,1.7696,0.4592,1.1547,0.1556
Naples-Immokalee-Marco Island,FL,365390,"Rate per 100,000 inhabitants",263.3,2.7,19.2,46.3,195.1,1230.5,220.9,942.3,67.3,962.07187,9.865530000000001,70.15488,169.17557,712.87589,4496.12395,807.14651,3443.06997,245.90747,0.2633,0.0027,0.019200000000000002,0.0463,0.1951,1.2305,0.2209,0.9423000000000001,0.0673
Nashville - Davidson - Murfreesboro - Franklin,TN,1863012,"Rate per 100,000 inhabitants",621.6,6.2,45.0,130.7,439.7,2478.3,446.6,1865.1,166.6,11580.482592,115.506744,838.3554,2434.9566839999998,8191.663764,46171.026396,8320.211592,34747.036812,3103.777992,0.6216,0.006200000000000001,0.045000000000000005,0.13069999999999998,0.4397,2.4783,0.44659999999999994,1.8650999999999998,0.1666
Nassau County-Suffolk County,NY,2849237,"Rate per 100,000 inhabitants",128.9,1.9,7.3,46.0,73.7,1202.6,126.2,1010.7,65.6,3672.666493,54.135503,207.99430099999998,1310.64902,2099.887669,34264.924161999996,3595.7370940000005,28797.238359000003,1869.0994719999999,0.1289,0.0019000000000000002,0.0073,0.046,0.0737,1.2026,0.1262,1.0107000000000002,0.0656
New Bern,NC,126088,"Rate per 100,000 inhabitants",245.9,2.4,18.2,54.7,170.5,2380.1,701.9,1573.5,104.7,310.050392,3.026112,22.948016000000003,68.97013600000001,214.98004,3001.020488,885.011672,1983.99468,132.014136,0.24589999999999998,0.0024000000000000002,0.018200000000000004,0.054700000000000006,0.17049999999999998,2.3801,0.7019,1.5735,0.1047
New Haven-Milford,CT,804612,"Rate per 100,000 inhabitants",322.8,3.7,23.0,110.0,186.1,2531.7,406.3,1821.5,303.9,2597.2875360000003,29.770644000000004,185.06076,885.0732,1497.382932,20370.362004,3269.1385560000003,14656.00758,2445.215868,0.32280000000000003,0.0037000000000000006,0.023,0.11,0.18610000000000002,2.5317,0.40630000000000005,1.8215,0.30389999999999995
New Orleans-Metairie,LA,1272995,"Rate per 100,000 inhabitants",558.8,18.9,56.0,162.0,321.9,3001.3,468.3,2245.5,287.5,7113.49606,240.596055,712.8772,2062.2519,4097.770905,38206.398935,5961.435585,28585.102725,3659.860625,0.5588,0.0189,0.05600000000000001,0.162,0.3219,3.0012999999999996,0.46830000000000005,2.2455,0.2875
New York-Jersey City-White Plains,NY,14430249,"Rate per 100,000 inhabitants",417.3,3.1,22.2,136.2,255.9,1387.9,160.0,1152.5,75.3,60217.429077,447.337719,3203.5152780000003,19653.999138,36927.007191,200277.425871,23088.3984,166308.619725,10865.977497,0.41729999999999995,0.0031000000000000003,0.022200000000000004,0.1362,0.25589999999999996,1.3879000000000001,0.15999999999999998,1.1525,0.07529999999999999
New York-Newark-Jersey City,NY,20177990,"Rate per 100,000 inhabitants",354.9,3.3,19.6,121.2,210.9,1356.7,166.0,1101.3,89.4,71611.68651,665.87367,3954.88604,24455.72388,42555.38091,273754.79033,33495.4634,222220.20387,18039.12306,0.3549,0.0032999999999999995,0.0196,0.1212,0.21090000000000003,1.3567,0.166,1.1013,0.08940000000000001
Newark,NJ,2506862,"Rate per 100,000 inhabitants",283.6,6.0,16.9,134.2,126.5,1399.4,248.6,943.7,207.1,7109.460632,150.41172,423.659678,3364.208804,3171.18043,35081.026828,6232.058931999999,23657.256694,5191.7112019999995,0.2836,0.006,0.0169,0.13419999999999999,0.12649999999999997,1.3994000000000002,0.24859999999999996,0.9436999999999999,0.2071
Niles-Benton Harbor,MI,154139,"Rate per 100,000 inhabitants",451.5,6.5,98.0,66.2,280.9,2338.8,500.8,1713.4,124.6,695.937585,10.019035,151.05622,102.040018,432.97645099999994,3605.0029320000003,771.928112,2641.0176260000003,192.05719399999998,0.4515,0.006500000000000001,0.098,0.06620000000000001,0.2808999999999999,2.3388000000000004,0.5008,1.7134000000000003,0.12459999999999999
North Port-Sarasota-Bradenton,FL,784372,"Rate per 100,000 inhabitants",341.4,4.1,30.7,54.6,252.0,2023.3,359.8,1560.2,103.3,2677.846008,32.159251999999995,240.802204,428.26711200000005,1976.61744,15870.198675999998,2822.1704560000003,12237.771944,810.256276,0.3414,0.0040999999999999995,0.030699999999999998,0.0546,0.252,2.0233,0.35980000000000006,1.5602,0.10329999999999999
Norwich-New London,CT,159068,"Rate per 100,000 inhabitants",292.3,1.9,32.7,44.0,213.7,2060.8,322.5,1607.5,130.8,464.955764,3.022292,52.01523600000001,69.98992,339.928316,3278.0733440000004,512.9943,2557.0181,208.06094400000003,0.2923,0.0019000000000000002,0.03270000000000001,0.044,0.2137,2.0608,0.32249999999999995,1.6075,0.13080000000000003
Oakland-Hayward-Berkeley,CA,2787325,"Rate per 100,000 inhabitants",503.1,6.1,33.6,237.3,226.1,3181.7,445.2,1998.9,737.5,14023.032075,170.026825,936.5412,6614.322225,6302.141825,88684.319525,12409.1709,55715.839425,20556.521875,0.5031,0.0060999999999999995,0.0336,0.2373,0.2261,3.1816999999999998,0.44519999999999993,1.9989,0.7374999999999999
Ocala,FL,346358,"Rate per 100,000 inhabitants",339.0,5.2,26.0,61.5,246.3,2287.5,556.1,1554.5,177.0,1174.15362,18.010616000000002,90.05308,213.01017,853.0797540000001,7922.93925,1926.0968380000002,5384.13511,613.05366,0.339,0.005200000000000001,0.026,0.0615,0.24630000000000005,2.2875,0.5561,1.5545,0.17700000000000002
Ocean City,NJ,93755,"Rate per 100,000 inhabitants",231.5,0.0,26.7,57.6,147.2,3018.5,567.4,2398.8,52.3,217.042825,0.0,25.032585,54.00288,138.00735999999998,2829.994675,531.96587,2248.9949400000005,49.033865,0.23149999999999998,0.0,0.026699999999999998,0.0576,0.14719999999999997,3.0185,0.5674,2.3988000000000005,0.0523
Odessa,TX,163843,"Rate per 100,000 inhabitants",713.5,4.3,59.8,103.8,545.6,3745.7,706.2,2624.5,415.0,1169.019805,7.045249,97.978114,170.069034,893.927408,6137.067251,1157.059266,4300.059535,679.94845,0.7135,0.0043,0.0598,0.10379999999999999,0.5456,3.7457000000000003,0.7061999999999999,2.6245000000000003,0.415
Ogden-Clearfield,UT,653748,"Rate per 100,000 inhabitants",155.6,1.4,41.5,27.2,85.5,2219.2,377.4,1686.1,155.7,1017.231888,9.152472,271.30542,177.81945599999997,558.95454,14507.975616,2467.244952,11022.845028,1017.885636,0.15560000000000002,0.0014,0.04150000000000001,0.027199999999999995,0.08549999999999999,2.2192,0.3774,1.6861000000000002,0.1557
Oklahoma City,OK,1372721,"Rate per 100,000 inhabitants",490.8,6.7,54.8,104.4,324.9,3109.4,686.7,2093.3,329.3,6737.314668000001,91.97230700000001,752.2511079999999,1433.120724,4459.970529,42683.386774,9426.475107,28735.168693000003,4520.370253,0.49080000000000007,0.006700000000000002,0.0548,0.1044,0.3249,3.1094,0.6867,2.0933,0.3293
Olympia-Tumwater,WA,274020,"Rate per 100,000 inhabitants",243.8,2.2,27.0,39.4,175.2,2941.4,586.1,2087.8,267.5,668.06076,6.02844,73.9854,107.96388,480.08304,8060.02428,1606.03122,5720.98956,733.0035,0.24380000000000002,0.0022,0.027,0.039400000000000004,0.1752,2.9414,0.5861,2.0878,0.2675
Omaha-Council Bluffs,NE,923710,"Rate per 100,000 inhabitants",351.2,3.9,42.1,78.2,227.0,2751.4,361.2,1948.4,441.8,3244.06952,36.02469,388.88191,722.34122,2096.8217,25414.95694,3336.44052,17997.56564,4080.95078,0.3512,0.0039,0.0421,0.0782,0.22699999999999998,2.7514,0.3612,1.9484000000000001,0.4418
Orlando-Kissimmee-Sanford,FL,2445214,"Rate per 100,000 inhabitants",504.3,8.1,50.1,99.3,346.8,2963.5,683.1,2065.3,215.2,12331.214202000001,198.062334,1225.052214,2428.097502,8480.002152000001,72463.91689,16703.256834,50501.004742000005,5262.100528,0.5043000000000001,0.0081,0.050100000000000006,0.0993,0.34680000000000005,2.9635,0.6831,2.0653,0.21519999999999997
Oshkosh-Neenah,WI,169773,"Rate per 100,000 inhabitants",165.5,0.0,12.4,26.5,126.6,1682.8,241.5,1362.4,78.9,280.974315,0.0,21.051852,44.989845,214.93261800000002,2856.940044,410.001795,2312.987352,133.950897,0.1655,0.0,0.012400000000000001,0.0265,0.12660000000000002,1.6827999999999999,0.2415,1.3624,0.0789
Owensboro,KY,117893,"Rate per 100,000 inhabitants",143.4,1.7,39.0,44.1,58.5,2710.9,539.5,1941.6,229.9,169.058562,2.004181,45.97827,51.990812999999996,68.967405,3195.9613369999997,636.032735,2289.010488,271.036007,0.1434,0.0017,0.039,0.0441,0.0585,2.7108999999999996,0.5395,1.9416,0.2299
Oxnard-Thousand Oaks-Ventura,CA,849851,"Rate per 100,000 inhabitants",257.9,3.6,31.7,85.3,137.3,1931.5,342.4,1395.0,194.2,2191.7657289999997,30.594636,269.402767,724.922903,1166.8454230000002,16414.872065,2909.889824,11855.42145,1650.4106419999998,0.25789999999999996,0.0036,0.03169999999999999,0.0853,0.13730000000000003,1.9314999999999998,0.3424,1.395,0.19419999999999998
Palm Bay-Melbourne-Titusville,FL,574187,"Rate per 100,000 inhabitants",499.8,3.5,44.4,78.5,373.4,2587.5,565.8,1820.7,201.0,2869.786626,20.096545,254.939028,450.736795,2144.0142579999997,14857.088625,3248.7500459999997,10454.222709,1154.11587,0.49979999999999997,0.0034999999999999996,0.0444,0.0785,0.37339999999999995,2.5875000000000004,0.5658,1.8207,0.201
Panama City,FL,200502,"Rate per 100,000 inhabitants",477.3,4.5,44.9,67.8,360.1,3379.5,602.5,2561.6,215.5,956.9960460000001,9.02259,90.025398,135.940356,722.007702,6775.96509,1208.02455,5136.059232,432.08181,0.47730000000000006,0.0045,0.044899999999999995,0.0678,0.3601,3.3794999999999997,0.6025,2.5615999999999994,0.21550000000000002
Parkersburg-Vienna,WV,91681,"Rate per 100,000 inhabitants",392.7,4.4,51.3,26.2,310.9,2645.0,650.1,1857.5,137.4,360.03128699999996,4.033964,47.032353,24.020421999999996,285.036229,2424.96245,596.018181,1702.974575,125.969694,0.3927,0.0044,0.0513,0.026199999999999998,0.31089999999999995,2.645,0.6501000000000001,1.8575000000000002,0.1374
Pensacola-Ferry Pass-Brent,FL,484608,"Rate per 100,000 inhabitants",457.9,5.2,50.1,81.7,320.9,2546.0,503.7,1885.4,156.8,2219.020032,25.199616000000002,242.788608,395.924736,1555.1070719999998,12338.11968,2440.970496,9136.799232000001,759.865344,0.4579,0.005200000000000001,0.050100000000000006,0.0817,0.32089999999999996,2.546,0.5037,1.8854000000000002,0.15680000000000002
Peoria,IL,375999,"Rate per 100,000 inhabitants",398.1,3.7,45.5,97.3,251.6,2257.7,510.4,1648.4,98.9,1496.8520190000002,13.911963,171.079545,365.84702699999997,946.013484,8488.929423,1919.098896,6197.967516000001,371.86301100000003,0.3981,0.0036999999999999997,0.0455,0.0973,0.2516,2.2577,0.5104,1.6484000000000003,0.0989
Philadelphia,PA,2134060,"Rate per 100,000 inhabitants",826.7,14.6,62.8,324.5,424.8,2792.1,389.4,2117.7,285.0,17642.27402,311.57276,1340.18968,6925.0247,9065.48688,59585.08926,8310.02964,45192.98862,6082.071,0.8267,0.0146,0.0628,0.3245,0.4248,2.7921,0.3894,2.1176999999999997,0.28500000000000003
Philadelphia-Camden-Wilmington,PA,6068767,"Rate per 100,000 inhabitants",446.5,7.9,33.7,162.8,242.1,2172.1,334.0,1672.4,165.8,27097.044655,479.43259300000005,2045.174479,9879.952676,14692.484907,131819.688007,20269.68178,101494.05930800001,10062.015686,0.4465,0.0079,0.0337,0.1628,0.2421,2.1721,0.33399999999999996,1.6724000000000003,0.16580000000000003
Phoenix-Mesa-Scottsdale,AZ,4662302,"Rate per 100,000 inhabitants",426.9,5.5,46.1,112.7,262.6,2870.1,552.3,2028.6,289.2,19903.367238,256.42661,2149.321222,5254.4143540000005,12243.205052000001,133812.72970199998,25749.893946,94579.458372,13483.377384,0.42689999999999995,0.0055,0.046099999999999995,0.11270000000000002,0.26260000000000006,2.8701,0.5523,2.0286,0.2892
Pine Bluff,AR,92403,"Rate per 100,000 inhabitants",909.1,10.8,64.9,150.4,682.9,3889.5,1450.2,2103.8,335.5,840.035673,9.979524,59.969547,138.97411200000002,631.020087,3594.014685,1340.0283060000002,1943.974314,310.012065,0.9091,0.010799999999999999,0.0649,0.1504,0.6829,3.8895,1.4502000000000002,2.1038,0.33549999999999996
Pittsburgh,PA,2345496,"Rate per 100,000 inhabitants",289.0,5.1,22.9,82.9,178.1,1746.5,309.5,1349.8,87.2,6778.48344,119.620296,537.1185839999999,1944.4161840000002,4177.3283759999995,40964.08764,7259.31012,31659.505007999996,2045.2725120000002,0.289,0.0051,0.022899999999999997,0.08290000000000002,0.17809999999999998,1.7464999999999997,0.3095,1.3497999999999999,0.0872
Pittsfield,MA,126594,"Rate per 100,000 inhabitants",512.7,2.4,65.6,43.4,401.3,1810.5,534.0,1214.1,62.4,649.047438,3.0382559999999996,83.04566399999999,54.941796,508.021722,2291.98437,676.01196,1536.9777539999998,78.99465599999999,0.5127,0.0024,0.06559999999999999,0.0434,0.4013,1.8105,0.534,1.2141,0.0624
Pocatello,ID,84414,"Rate per 100,000 inhabitants",285.5,3.6,23.7,21.3,236.9,2627.5,427.7,2028.1,171.8,241.00197,3.038904,20.006118,17.980182,199.97676600000003,2217.97785,361.03867799999995,1712.000334,145.023252,0.2855,0.0036,0.023700000000000002,0.0213,0.23690000000000005,2.6275000000000004,0.42769999999999997,2.0281000000000002,0.1718
Port St. Lucie,FL,461932,"Rate per 100,000 inhabitants",258.9,4.1,28.6,46.8,179.5,1757.6,329.7,1347.4,80.5,1195.941948,18.939211999999998,132.11255200000002,216.18417599999998,829.16794,8118.916831999999,1522.989804,6224.071768000001,371.85526,0.25889999999999996,0.0040999999999999995,0.028600000000000007,0.046799999999999994,0.17950000000000002,1.7575999999999998,0.3297,1.3474000000000002,0.08049999999999999
Portland-South Portland,ME,529510,"Rate per 100,000 inhabitants",134.3,1.5,27.4,24.0,81.4,1691.0,285.5,1349.9,55.5,711.13193,7.94265,145.08574,127.0824,431.02114,8954.0141,1511.75105,7147.85549,293.87805,0.1343,0.0015,0.0274,0.024,0.0814,1.691,0.28550000000000003,1.3499,0.055499999999999994
Portland-Vancouver-Hillsboro,OR,2435620,"Rate per 100,000 inhabitants",276.1,1.7,49.2,68.4,156.8,2794.2,370.7,2033.5,390.0,6724.74682,41.40554,1198.32504,1665.96408,3819.05216,68056.09404,9028.84334,49528.3327,9498.918,0.2761,0.0017,0.049199999999999994,0.0684,0.15680000000000002,2.7942,0.3707,2.0335,0.38999999999999996
Prescott,AZ,225038,"Rate per 100,000 inhabitants",290.2,2.7,21.8,21.8,244.0,1922.3,373.7,1442.4,106.2,653.0602759999999,6.076026000000001,49.058284,49.058284,549.09272,4325.905474,840.967006,3245.9481120000005,238.99035600000002,0.29019999999999996,0.0027,0.0218,0.0218,0.244,1.9223000000000001,0.3737,1.4424000000000003,0.1062
Providence-Warwick,RI,1612295,"Rate per 100,000 inhabitants",315.0,2.4,38.8,65.7,208.2,,367.3,,,5078.72925,38.69508,625.5704599999999,1059.277815,3356.79819,,5921.959535,,,0.315,0.0024,0.038799999999999994,0.0657,0.2082,,0.3673,,
Provo-Orem,UT,599314,"Rate per 100,000 inhabitants",77.6,0.8,27.4,10.7,38.7,1761.3,207.1,1462.7,91.6,465.067664,4.794512,164.21203599999998,64.126598,231.934518,10555.717482,1241.1792939999998,8766.165878000002,548.971624,0.0776,0.0007999999999999999,0.0274,0.0107,0.0387,1.7613,0.20709999999999995,1.4627000000000003,0.0916
Pueblo,CO,164337,"Rate per 100,000 inhabitants",679.7,6.7,104.7,140.0,428.4,5345.1,1271.2,3264.0,809.9,1116.998589,11.010579000000002,172.06083900000002,230.0718,704.0197079999999,8783.976987,2089.0519440000003,5363.95968,1330.965363,0.6797,0.006700000000000002,0.10470000000000002,0.13999999999999999,0.42839999999999995,5.3450999999999995,1.2712,3.2640000000000002,0.8099000000000001
Punta Gorda,FL,176234,"Rate per 100,000 inhabitants",221.9,2.8,19.9,11.3,187.8,1515.6,245.1,1206.9,63.6,391.063246,4.934551999999999,35.070566,19.914442,330.96745200000004,2671.0025039999996,431.94953399999997,2126.968146,112.084824,0.22190000000000001,0.0027999999999999995,0.019899999999999998,0.011300000000000001,0.18780000000000002,1.5155999999999998,0.2451,1.2069,0.06359999999999999
Racine,WI,194692,"Rate per 100,000 inhabitants",219.3,4.1,14.9,76.0,124.3,1925.1,449.4,1394.5,81.2,426.959556,7.982372,29.009108,147.96592,242.00215599999999,3748.015692,874.945848,2714.97994,158.089904,0.2193,0.0041,0.014900000000000002,0.076,0.1243,1.9251,0.44939999999999997,1.3945,0.0812
Rapid City,SD,145700,"Rate per 100,000 inhabitants",494.9,3.4,103.6,59.7,328.1,2612.2,435.8,1963.6,212.8,721.0693,4.9538,150.9452,86.9829,478.0417,3805.9754,634.9606,2860.9652,310.0496,0.4949,0.0034,0.1036,0.059699999999999996,0.3281,2.6122,0.43579999999999997,1.9636,0.21280000000000002
Reading,PA,414729,"Rate per 100,000 inhabitants",273.7,4.1,26.8,72.6,170.2,1638.4,343.1,1210.2,85.1,1135.113273,17.003888999999997,111.147372,301.093254,705.868758,6794.919936,1422.935199,5019.050358,352.934379,0.2737,0.0040999999999999995,0.0268,0.0726,0.1702,1.6383999999999999,0.3431,1.2102000000000002,0.0851
Redding,CA,178755,"Rate per 100,000 inhabitants",745.7,6.7,83.9,96.2,558.9,3111.0,680.8,1942.3,487.8,1332.9760350000001,11.976585,149.975445,171.96231,999.061695,5561.06805,1216.9640399999998,3471.958365,871.96689,0.7457000000000001,0.0067,0.0839,0.0962,0.5589000000000001,3.1109999999999998,0.6807999999999998,1.9423,0.4878
Reno,NV,457558,"Rate per 100,000 inhabitants",514.5,3.1,42.2,107.3,361.9,2593.3,419.4,1777.7,396.2,2354.13591,14.184298,193.08947600000002,490.95973399999997,1655.902402,11865.851614000001,1918.9982519999999,8134.008566,1812.8447959999999,0.5145000000000001,0.0031000000000000003,0.04220000000000001,0.10729999999999999,0.3619,2.5933,0.4194,1.7777,0.39619999999999994
Riverside-San Bernardino-Ontario,CA,4509084,"Rate per 100,000 inhabitants",397.3,5.1,26.7,115.0,250.6,2667.3,581.1,1570.1,516.0,17914.590732,229.963284,1203.925428,5185.4466,11299.764503999999,120270.79753200001,26202.287124000002,70797.127884,23266.87344,0.3973,0.0051,0.026699999999999998,0.11499999999999999,0.25059999999999993,2.6673,0.5811000000000001,1.5701,0.516
Roanoke,VA,314014,"Rate per 100,000 inhabitants",243.0,5.1,33.8,47.1,157.0,2264.2,245.5,1898.3,120.4,763.05402,16.014713999999998,106.136732,147.900594,493.00198,7109.904987999999,770.90437,5960.927761999999,378.072856,0.24300000000000002,0.0050999999999999995,0.0338,0.0471,0.157,2.2641999999999998,0.24549999999999997,1.8982999999999997,0.1204
Rochester,MN,214994,"Rate per 100,000 inhabitants",137.7,0.0,42.3,24.7,70.7,1459.6,244.7,1124.7,90.2,296.04673799999995,0.0,90.94246199999999,53.103518,152.00075800000002,3138.052424,526.090318,2418.037518,193.924588,0.1377,0.0,0.0423,0.0247,0.0707,1.4596,0.2447,1.1247,0.0902
Rochester,NY,1075149,"Rate per 100,000 inhabitants",280.8,4.7,42.7,85.1,148.3,1995.7,329.9,1562.2,103.6,3019.018392,50.532002999999996,459.08862300000004,914.9517989999999,1594.445967,21456.748593,3546.916551,16795.977678,1113.8543639999998,0.2808,0.004699999999999999,0.0427,0.0851,0.14830000000000002,1.9956999999999998,0.32989999999999997,1.5621999999999998,0.10359999999999998
Rockford,IL,337323,"Rate per 100,000 inhabitants",871.3,9.2,69.7,179.4,613.1,2595.7,614.2,1806.6,174.9,2939.0952989999996,31.033715999999995,235.11413100000001,605.157462,2068.127313,8755.893111,2071.8378660000003,6094.077318,589.977927,0.8712999999999999,0.009199999999999998,0.0697,0.1794,0.6131,2.5957,0.6142000000000001,1.8066,0.1749
Rockingham County-Strafford County,NH,431078,"Rate per 100,000 inhabitants",147.8,1.2,42.0,18.6,86.1,1345.9,171.4,1112.6,61.9,637.133284,5.172936,181.05276,80.180508,371.15815799999996,5801.878802,738.867692,4796.173828,266.837282,0.1478,0.0012000000000000001,0.042,0.0186,0.0861,1.3459,0.1714,1.1126,0.06190000000000001
Rocky Mount,NC,147228,"Rate per 100,000 inhabitants",448.3,8.2,22.4,105.3,312.4,,756.6,,112.1,660.0231239999999,12.072695999999999,32.979071999999995,155.031084,459.94027199999994,,1113.927048,,165.042588,0.4483,0.008199999999999999,0.022399999999999996,0.10529999999999999,0.31239999999999996,,0.7565999999999999,,0.1121
Rome,GA,96420,"Rate per 100,000 inhabitants",320.5,5.2,28.0,69.5,217.8,2867.7,647.2,2026.6,193.9,309.0261,5.01384,26.9976,67.0119,210.00276,2765.03634,624.03024,1954.04772,186.95838,0.3205,0.005200000000000001,0.027999999999999997,0.06949999999999999,0.2178,2.8677,0.6472,2.0265999999999997,0.1939
Sacramento - Roseville - Arden - Arcade,CA,2283312,"Rate per 100,000 inhabitants",411.0,4.2,26.1,120.1,260.7,2391.0,458.9,1565.7,366.4,9384.41232,95.89910400000001,595.944432,2742.257712,5952.594384,54593.98992,10478.118768,35749.815984,8366.055167999999,0.411,0.004200000000000001,0.0261,0.1201,0.2607,2.391,0.45890000000000003,1.5657,0.36639999999999995
